city,STUSAB,HD,LO,place,name,zipcode,income_per_capita,population,under44_1,under44_2,under44_3,older65_1,older_65_2
Cape Carteret,NC,,1,10260,"Cape Carteret town, North Carolina",28584,38321,2376,37,201,296,331,243
Cape Coral,FL,2,2,10275,"Cape Coral city, Florida",33909,28746,178593,11966,18679,20322,23724,16976
Cape Girardeau,MO,,1,11242,"Cape Girardeau city, Missouri",63703,24895,39323,8169,4970,3946,3078,3319
Cape May Court House,NJ,1,,10300,"Cape May Court House CDP, New Jersey",08210,39038,4787,225,744,463,616,563
Capitol Heights,MD,1,,13000,"Capitol Heights town, Maryland",20743,29004,4512,360,511,623,455,173
Carbondale,IL,,1,11163,"Carbondale city, Illinois",62901,19224,25846,10221,4017,2209,1295,1058
Carefree,AZ,,1,10180,"Carefree town, Arizona",85331;85377,75508,3749,15,74,69,1388,765
Carlisle,PA,1,1,11272,"Carlisle borough, Pennsylvania",17013,30595,19116,3292,2479,2040,1632,1512
Carlsbad,NM,,1,12150,"Carlsbad city, New Mexico",88220-3557,28771,28838,2862,4114,3487,2073,1770
Carmel,IN,1,1,51354,"Mount Carmel town, Indiana",46032,17965,43,6,5,6,2,0
Carmichael,CA,1,,11390,"Carmichael CDP, California",95608,37884,64785,5199,8583,8101,6880,5719
Carol Stream,IL,1,1,11332,"Carol Stream village, Illinois",60188,34239,39989,3550,5714,5263,2791,2057
Carolina,PR,2,,14290,"Carolina zona urbana, Puerto Rico",00979,16848,140072,,,,,
Carpentersville,IL,1,,11358,"Carpentersville village, Illinois",60110,23730,38138,3895,5510,5745,1764,871
Carrollton,GA,1,1,13492,"Carrollton city, Georgia",30117,21962,26397,6717,4314,2654,1747,1141
Carrollton,TX,1,1,13024,"Carrollton city, Texas",75001,35069,133438,11484,19659,19418,8924,5284
Carson,CA,1,,84144,"West Carson CDP, California",90745,34005,22537,1549,3176,2931,2567,2514
Carson City,NV,2,1,09700,"Carson City, Nevada",89701,29767,54467,4328,6623,6195,6235,4432
Cartersville,GA,1,1,13688,"Cartersville city, Georgia",30120,28067,20467,1727,2889,3024,1774,1283
Carthage,MO,,1,11656,"Carthage city, Missouri",64836,19686,14690,1263,2104,1975,954,990
Cary,NC,1,2,10740,"Cary town, North Carolina",27513,47656,163266,8884,19475,27535,12152,7237
Casa Grande,AZ,1,1,10530,"Casa Grande city, Arizona",85122,22278,54316,4801,6932,6255,5937,4353
Casper,WY,1,,13150,"Casper city, Wyoming",82609,32657,58756,5160,8832,7672,4421,3540
Casselberry,FL,1,,11050,"Casselberry city, Florida",32707,24959,27573,2920,4226,4306,2430,1723
Castle Rock,CO,1,1,12415,"Castle Rock town, Colorado",80108,42611,59680,4531,7569,9485,3679,1991
Catonsville,MD,1,,14125,"Catonsville CDP, Maryland",21228,40953,41515,4894,5431,4458,3138,4335
Catskill,NY,,1,13002,"Catskill village, New York",12414,21109,3861,432,933,535,365,190
Cave Creek,AZ,1,,11300,"Cave Creek town, Arizona",85331,56520,5569,246,283,274,1287,649
Cedar City,UT,1,,11320,"Cedar City city, Utah",84720,20570,31009,5838,4317,3760,2020,1294
Cedar Hill,TX,1,,13492,"Cedar Hill city, Texas",75104,27906,48704,4409,6335,7308,2943,1415
Cedar Park,TX,1,,13552,"Cedar Park city, Texas",78613,40285,72415,4792,10441,12869,3722,2088
Cedar Rapids,IA,1,1,12000,"Cedar Rapids city, Iowa",52233,32625,131360,13882,20155,16647,10490,8924
Cedartown,GA,1,,14500,"Cedartown city, Georgia",30125,20902,9930,970,1160,1414,879,663
Centerville,OH,1,1,13190,"Centerville city, Ohio",45459,40957,23821,1392,2393,2369,3115,3473
Centerville,UT,1,,11980,"Centerville city, Utah",84014,36736,17221,1031,1969,2397,1569,1108
Central,SC,,1,13060,"Central Pacolet town, South Carolina",29412,23217,138,4,10,33,5,20
Central Islip,NY,1,,13552,"Central Islip CDP, New York",11722,26270,31846,3630,4758,4167,2176,1228
Cerritos,CA,1,,12552,"Cerritos city, California",90703,38671,50172,3835,4980,6197,6904,4530
Chalmette,LA,1,,14135,"Chalmette CDP, Louisiana",70043,20082,23602,1953,4457,3326,1346,775
Chamblee,GA,,1,15172,"Chamblee city, Georgia",30341,31399,28748,2204,6981,5012,1232,1114
Champaign,IL,1,1,12385,"Champaign city, Illinois",61820,29793,86791,25190,13834,8872,4567,3836
Chandler,AZ,4,3,12000,"Chandler city, Arizona",85224,37567,248631,19547,37555,38076,16239,9417
Chantilly,VA,1,1,14744,"Chantilly CDP, Virginia",20151,46273,24559,1725,3333,3483,1842,395
Chapel Hill,NC,,1,11800,"Chapel Hill town, North Carolina",27514,40890,59561,18891,7325,5851,3663,2974
Chardon,OH,1,,13554,"Chardon city, Ohio",44024,35038,5171,392,684,525,683,342
Charleston,SC,2,1,50875,"North Charleston city, South Carolina",29406,22992,109886,11416,20702,14877,7178,4085
Charleston,WV,1,1,75292,"South Charleston city, West Virginia",25304,30606,12686,893,1640,1581,1349,1155
Charlotte,NC,6,7,12000,"Charlotte city, North Carolina",28143,36426,841611,81283,150200,126056,52426,32112
Chaska,MN,1,,10972,"Chaska city, Minnesota",55318,43368,25998,2186,3313,3902,1394,919
Chattanooga,TN,1,1,14000,"Chattanooga city, Tennessee",37421,28852,177365,19170,28777,20997,15796,12937
Cheektowaga,NY,1,,15000,"Cheektowaga CDP, New York",14225,29314,74026,6493,12594,7777,7183,6877
Chehalis,WA,1,,11475,"Chehalis city, Washington",98532,22543,7404,781,1347,748,617,521
Chelsea,MA,1,,13205,"Chelsea city, Massachusetts",02150,24338,39852,3267,7596,7093,2003,1534
Cherry Hill,NJ,1,,12385,"Cherry Hill Mall CDP, New Jersey",08002,42668,13752,1113,1809,1901,1085,1106
Chesapeake,VA,3,2,15028,"Chesapeake town, West Virginia",23320,18300,1899,165,157,233,296,135
Chester,NY,,1,59223,"Port Chester village, New York",10918,29885,29418,2655,4122,5051,1862,1861
Chester,VA,1,1,16096,"Chester CDP, Virginia",23831,30778,22144,2031,2577,2900,1693,1302
Chesterfield,MI,1,1,,,48051,,,,,,,
Chesterfield,MO,1,1,13600,"Chesterfield city, Missouri",63005,58935,47663,3157,4225,4975,6134,5221
Chesterfield,VA,,1,,,23832,,,,,,,
Cheyenne,WY,1,1,13900,"Cheyenne city, Wyoming",82001,33299,63243,5734,10667,7447,5608,4236
Chicago,IL,11,4,14065,"Chicago Ridge village, Illinois",60607,21503,14254,1119,2317,1856,1123,846
Chicago Ridge,IL,1,,14065,"Chicago Ridge village, Illinois",60415,21503,14254,1119,2317,1856,1123,846
Chico,CA,1,1,13014,"Chico city, California",95928,27869,91998,21449,13392,9998,6465,5023
Chicopee,MA,1,,13660,"Chicopee city, Massachusetts",01020,27265,55661,5618,7983,6441,5728,4034
Chino,CA,1,,13214,"Chino Hills city, California",91710,37492,79298,7199,10892,10685,5110,3417
Chino Hills,CA,,2,13214,"Chino Hills city, California",91709,37492,79298,7199,10892,10685,5110,3417
Christiansburg,VA,1,1,16608,"Christiansburg town, Virginia",24073,35091,22049,1150,3867,3040,1685,2013
Chubbuck,ID,1,,14680,"Chubbuck city, Idaho",83202,24406,14728,929,2465,1931,1270,543
Chula Vista,CA,2,1,13392,"Chula Vista city, California",91910,29143,266468,26452,38627,37609,18060,14152
Cicero,IL,1,,14351,"Cicero town, Illinois",60804,17221,83147,9944,13241,11412,3886,2598
Cicero,NY,1,1,,,13039,,,,,,,
Cincinnati,OH,5,5,15000,"Cincinnati city, Ohio",4515,29156,300357,40008,56108,34019,20541,15972
Citrus Heights,CA,,1,13588,"Citrus Heights city, California",95610,29277,87061,7669,14296,10801,8131,5900
City Of Industry,CA,1,1,,,91748,,,,,,,
Claremont,NH,1,,12900,"Claremont city, New Hampshire",03743,26639,13016,953,2116,1331,1230,969
Claremore,,,1,,,,,,,,,,
Clarksburg,WV,,1,15628,"Clarksburg city, West Virginia",26301,23175,15830,1206,2425,1814,1306,1160
Clarksville,IN,1,1,12934,"Clarksville town, Indiana",47129,25535,21336,2104,2662,2617,2155,1875
Clarksville,TN,1,2,15160,"Clarksville city, Tennessee",37040,24329,150602,18670,31595,19362,7719,4625
Claymont,DE,1,,15310,"Claymont CDP, Delaware",19703,30379,8676,491,1577,1183,698,425
Clayton,GA,1,,16656,"Clayton city, Georgia",30525,32370,1838,130,165,133,296,348
Clear Lake Shores,TX,1,,15328,"Clear Lake Shores city, Texas",77565,67344,1140,64,70,81,176,97
Clearfield,,,1,,,,,,,,,,
Clearwater,FL,2,2,12875,"Clearwater city, Florida",33736,30579,114015,7943,14032,14404,13200,11726
Cleburne,TX,1,1,15364,"Cleburne city, Texas",76033,24861,29878,3087,4087,3840,2579,1966
Clermont,FL,1,,12925,"Clermont city, Florida",34711,29246,33520,2372,3891,3289,4996,3018
Cleveland,OH,3,,23380,"East Cleveland city, Ohio",44109,16119,17321,1742,1957,1926,2042,1645
Cleveland,TN,1,1,22500,"East Cleveland CDP, Tennessee",37312,11976,1682,282,257,133,188,80
Cleveland Heights,OH,1,,16014,"Cleveland Heights city, Ohio",44118,35175,44865,5136,7517,4951,4377,2651
Clifton,NJ,1,,13690,"Clifton city, New Jersey",07012,33355,85169,8626,12075,11622,7279,5639
Clinton,IA,1,,14430,"Clinton city, Iowa",52732,25434,25637,2272,3017,2901,2415,2495
Clinton,MD,,1,17900,"Clinton CDP, Maryland",20613,41201,40027,3584,4241,5119,4095,2007
Clinton,MS,1,,14420,"Clinton city, Mississippi",39056,28277,25456,2385,3742,2951,2129,1875
Clinton,NC,,1,13240,"Clinton city, North Carolina",28328,21880,8557,625,1079,865,890,991
Clinton,UT,,1,14290,"Clinton city, Utah",84315,27197,21618,2213,3234,3093,1043,617
Clinton Township,MI,,2,,,48035,,,,,,,
Clover,SC,,1,15355,"Clover town, South Carolina",98837,20644,5955,526,752,774,299,195
Clovis,CA,1,1,14218,"Clovis city, California",93612,32216,106666,9922,15688,13625,8272,5101
Clovis,NM,,1,16420,"Clovis city, New Mexico",88101,23410,39239,4741,6906,4650,2552,2068
Cockeysville,MD,1,,18250,"Cockeysville CDP, Maryland",21030,37365,22071,1820,5040,2572,1702,1096
Coconut Creek,FL,1,,13275,"Coconut Creek city, Florida",33073,31280,59997,4712,7812,8238,5181,5615
Coeur D Alene,ID,1,,,,83815,,,,,,,
Cold Spring,KY,1,,16372,"Cold Spring city, Kentucky",41076,35878,6319,387,678,581,1006,547
Coldwater,MI,1,,17020,"Coldwater city, Michigan",49036,20135,12284,1008,1879,1567,1205,819
College Park,MD,1,,18750,"College Park city, Maryland",20740,22844,32183,16621,3893,2474,1171,721
College Place,WA,1,,13855,"College Place city, Washington",99324,24349,9136,1586,1145,927,851,805
College Station,TX,1,1,15976,"College Station city, Texas",77840,26053,110782,44076,16532,10353,4424,2811
Collierville,TN,1,1,16420,"Collierville town, Tennessee",38017,47843,49610,3453,4794,6909,4242,2360
Collinsville,IL,1,,15599,"Collinsville city, Illinois",62234,28812,24756,2186,3878,3334,1929,1796
Colma,CA,2,,14736,"Colma town, California",94014,40554,1450,157,264,118,107,97
Colonia,NJ,1,,14380,"Colonia CDP, New Jersey",07067,41604,17734,1424,2267,2133,1737,1365
Colonial Heights,VA,1,,18448,"Colonial Heights city, Virginia",23834,27579,17593,1350,2309,1914,1789,1820
Colonie,NY,,1,17332,"Colonie village, New York",12205,34707,7793,746,1253,896,793,700
Colorado Springs,CO,4,4,16000,"Colorado Springs city, Colorado",80906,32539,457502,49295,75229,56788,35982,24053
Columbia,MD,1,,19125,"Columbia CDP, Maryland",21046,49904,103663,9144,15074,14220,9115,5720
Columbia,MO,1,1,15670,"Columbia city, Missouri",65047,28962,120248,31535,18988,13118,7131,5178
Columbia,SC,3,,16000,"Columbia city, South Carolina",29212,28972,133352,35842,23459,13710,7896,5029
Columbia,TN,,1,16540,"Columbia city, Tennessee",38402,22696,37455,2897,5377,4385,3359,2256
Columbus,GA,1,1,19000,"Columbus city, Georgia",31909,25318,196670,20475,32052,24613,14246,10466
Columbus,IN,,1,14734,"Columbus city, Indiana",47203,32551,47227,4378,7429,6353,3883,3313
Columbus,MS,,1,15420,"Columbus AFB CDP, Mississippi",39705,21177,1673,359,482,160,11,18
Columbus,OH,3,7,18014,"Columbus Grove village, Ohio",43068,23857,2272,251,303,201,252,121
Commack,NY,2,1,17530,"Commack CDP, New York",11725,52393,36936,3197,3252,3385,3129,3472
Commerce,CA,1,,14974,"Commerce city, California",90040,17931,12933,1236,1995,1596,952,807
Commerce,GA,1,,19112,"Commerce city, Georgia",30529,24058,6742,437,1318,737,539,635
Commerce Township,MI,1,1,,,48390,,,,,,,
Compton,CA,1,,15044,"Compton city, California",90220,16348,97301,11717,14088,12577,4673,3916
Concord,CA,1,1,16000,"Concord city, California",94520,36989,128758,10036,19948,18231,11271,7658
Concord,NC,,2,14100,"Concord city, North Carolina",28027:28075,31396,89729,6709,12189,13740,6320,4473
Concord,NH,1,1,14200,"Concord city, New Hampshire",03301,33902,43040,3864,6822,5311,3584,3193
Conroe,TX,2,,16432,"Conroe city, Texas",77304,32420,80893,9094,14076,10151,5642,4693
Conshohocken,PA,1,,82736,"West Conshohocken borough, Pennsylvania",19428,74387,1349,40,472,210,110,74
Conway,AR,1,,15190,"Conway city, Arkansas",72032,26634,65069,14427,10383,7908,3658,2780
Conyers,GA,1,,19336,"Conyers city, Georgia",30013,20724,15882,1406,2495,2301,1001,664
Cookeville,TN,,1,16920,"Cookeville city, Tennessee",38501,22569,32894,8159,4503,3214,2935,1907
Coon Rapids,MN,1,1,13114,"Coon Rapids city, Minnesota",55433,32642,62376,5028,9042,7850,5702,4098
Copiague,NY,1,,18146,"Copiague CDP, New York",11726,29819,23716,2343,3278,2975,1902,1363
Copperfield,TX,,1,,,77095,,,,,,,
Coral Springs,FL,1,1,14400,"Coral Springs city, Florida",33064,32601,131151,11412,16147,19354,9893,4368
Coralville,IA,,1,16230,"Coralville city, Iowa",52241,38295,20645,2792,3796,2663,1327,708
Coram,NY,1,,18157,"Coram CDP, New York",11727,37819,39977,3240,5441,4494,3747,2383
Corbin,KY,,1,56694,"North Corbin CDP, Kentucky",40701,14771,2211,79,448,77,209,131
Cordele,GA,1,,19616,"Cordele city, Georgia",31015,16124,10793,1396,1191,1187,911,761
Cordova,TN,,1,,,38139,,,,,,,
Corinth,MS,,1,15700,"Corinth city, Mississippi",38834,21012,14647,1675,1983,1682,1432,1316
Cornelius,NC,1,,14700,"Cornelius town, North Carolina",28031,51953,28649,1261,3661,4539,2467,1413
Corona,CA,2,1,16350,"Corona city, California",91719,31074,165355,16516,24420,23140,9913,6472
Corpus Christi,TX,3,1,17000,"Corpus Christi city, Texas",78410,28017,324692,33125,48279,41226,25916,17828
Corsicana,TX,1,,17060,"Corsicana city, Texas",75109,20803,23736,2024,3105,3055,1758,1698
Cortland,NY,,1,18443,"Cortland West CDP, New York",13045,41656,1245,30,0,124,290,50
Corvallis,OR,1,,15800,"Corvallis city, Oregon",97330,29234,57213,18163,8912,5467,3966,2948
Costa Mesa,CA,1,,16532,"Costa Mesa city, California",92626,39028,113198,10826,22896,16803,6828,5310
Cotati,CA,,1,16560,"Cotati city, California",94931,36170,7470,1054,1089,1000,663,374
Cottonwood,AZ,1,,16410,"Cottonwood city, Arizona",86326,21296,11826,1185,1268,1302,1618,1600
Council Bluffs,IA,1,,16860,"Council Bluffs city, Iowa",51501,26160,62478,6421,8425,7595,5253,4424
Countryside,IL,1,,16873,"Countryside city, Illinois",60525,36991,5997,538,588,731,483,504
Coventry,RI,1,,,,02816,,,,,,,
Covina,CA,1,,84200,"West Covina city, California",91722,28474,107242,10601,15524,13947,9077,6959
Covington,GA,1,,20064,"Covington city, Georgia",30014,22275,13844,1397,2202,1471,1111,866
Covington,LA,1,,18125,"Covington city, Louisiana",70433,29656,10133,1120,1487,1224,939,591
Covington,TN,1,,17680,"Covington city, Tennessee",38019,22252,8855,1052,1188,1040,908,760
Covington,WA,1,,15290,"Covington city, Washington",98042,39985,20447,1777,3167,2831,1246,762
Cranberry Township,PA,1,,,,16066,,,,,,,
Cranston,RI,,1,19180,"Cranston city, Rhode Island",02920,32634,81196,6903,12371,9982,7775,6032
Crawfordsville,IN,1,,15742,"Crawfordsville city, Indiana",47933,22542,16053,1883,2093,1916,1400,1390
Crescent City,CA,1,,17022,"Crescent City city, California",95531,12398,6681,598,1919,1337,350,286
Crescent Springs,KY,1,,18352,"Crescent Springs city, Kentucky",41017,39430,4035,316,935,436,263,57
Crestview,FL,,1,15475,"Crestview city, Florida",32536,25740,23663,2311,4211,3473,1444,997
Cromwell,CT,,1,,,06416,,,,,,,
Cross Lanes,WV,,1,19108,"Cross Lanes CDP, West Virginia",25143,30394,9619,601,1386,1460,978,507
Crossville,,,1,,,,,,,,,,
Crowley,LA,,1,18650,"Crowley city, Louisiana",70526,18421,12960,1127,1321,1795,1011,1076
Crystal Lake,IL,1,,17887,"Crystal Lake city, Illinois",60014,38573,40170,3246,4482,5308,2711,2523
Crystal River,FL,1,,15775,"Crystal River city, Florida",34429,32190,3092,270,249,189,494,636
Cullman,AL,,1,18976,"Cullman city, Alabama",,25448,15558,1537,1862,1925,1353,1559
Culpeper,VA,,1,20752,"Culpeper town, Virginia",22701,25696,18113,1893,2344,2488,1322,899
Cumming,GA,1,1,20932,"Cumming city, Georgia",30041,24623,6027,680,794,704,472,674
Cuyahoga Falls,OH,1,,19778,"Cuyahoga Falls city, Ohio",44221,29529,49317,3720,7630,6666,4389,3861
Cypress,CA,1,,17750,"Cypress city, California",90630,37262,48955,4292,5315,6313,3679,3595
Cypress,TX,1,1,,,77429,,,,,,,
Dacula,GA,1,,21184,"Dacula city, Georgia",30019,25688,5644,668,765,757,316,310
Dahlonega,GA,1,,21240,"Dahlonega city, Georgia",30533,20437,6556,2734,554,554,485,394
Dallas,TX,7,6,19000,"Dallas city, Texas",75062,32804,1318806,132211,244307,182297,78774,54036
Dalton,GA,1,1,21380,"Dalton city, Georgia",30720,22722,33458,3548,5079,4682,2088,1832
Daly City,CA,1,,17918,"Daly City city, California",94015,34284,106638,10650,18666,14133,9950,7849
Danbury,CT,1,1,18430,"Danbury city, Connecticut",06810,34512,84479,9247,12353,12433,6595,4903
Danvers,MA,2,1,16285,"Danvers CDP, Massachusetts",01923,41359,27631,2050,3234,3008,2906,2976
Danville,KY,,1,19882,"Danville city, Kentucky",40422,22329,16685,2949,1842,1890,1428,1660
Danville,VA,1,1,21344,"Danville city, Virginia",24540,22200,41512,3640,5249,4228,4411,3915
Daphne,AL,1,1,19648,"Daphne city, Alabama",36526,33237,25361,1910,3933,3361,2222,1504
Darien,IL,1,,18628,"Darien city, Illinois",60561,48450,22126,1661,2200,2755,2800,1750
Davenport,IA,,1,19000,"Davenport city, Iowa",52807,27328,102318,10404,15547,12348,8193,6614
Davie,FL,3,1,16475,"Davie town, Florida",27006,34471,103132,10667,16089,13342,7231,5036
Dawsonville,GA,1,,21940,"Dawsonville city, Georgia",30534,25072,2772,236,640,369,274,111
Dayton,OH,2,,21000,"Dayton city, Ohio",45426,19092,140782,21554,21860,14884,10108,7411
Dayton,TN,,1,19700,"Dayton city, Tennessee",37321-6033,16934,7340,1255,1074,788,572,496
Daytona Beach,FL,1,,16550,"Daytona Beach Shores city, Florida",32114,47753,4413,150,309,201,1230,1120
Dearborn,MI,1,,21020,"Dearborn Heights city, Michigan",48126,24479,56089,5108,7353,6373,4293,4750
Dearborn Heights,MI,1,,21020,"Dearborn Heights city, Michigan",48125,24479,56089,5108,7353,6373,4293,4750
Decatur,AL,1,1,20104,"Decatur city, Alabama",35603,26637,54617,4510,6788,6584,5280,4420
Decatur,GA,2,,56112,"North Decatur CDP, Georgia",30033,49233,17298,1335,3197,2554,1560,1173
Decatur,TX,,1,19528,"Decatur city, Texas",76234,28314,6608,644,916,549,607,531
Dedham,MA,,1,16530,"Dedham CDP, Massachusetts",02026,51425,25377,1884,3617,2745,2064,2799
Deer Park,NY,1,,19972,"Deer Park CDP, New York",11729,35816,27273,2145,3605,3425,2172,1904
Deerfield,IL,1,,18992,"Deerfield village, Illinois",60015,74334,18930,1197,898,2484,1605,1386
Deerfield Beach,FL,1,,16725,"Deerfield Beach city, Florida",33442,25994,79854,6726,10423,10384,8357,8851
Defiance,OH,,1,21308,"Defiance city, Ohio",43512,27799,17105,1956,2032,1939,1780,1345
Defuniak Springs,FL,,1,,,32435,,,,,,,
Dekalb,IL,,1,,,60115,,,,,,,
Del Rio,TX,1,,19792,"Del Rio city, Texas",78840,20125,35921,3383,5180,4539,2683,2536
Delafield,WI,1,,19400,"Delafield city, Wisconsin",53018,53023,7390,605,917,660,902,587
Deland,FL,,1,,,32724,,,,,,,
Delano,CA,1,,18394,"Delano city, California",93215,12813,52713,7103,9868,6908,2197,2118
Delran,NJ,1,1,,,08075,,,,,,,
Delray Beach,FL,2,,17100,"Delray Beach city, Florida",33444,39975,67353,5440,9479,7514,7939,8687
Deltona,FL,,1,17200,"Deltona city, Florida",32744,21277,89186,7537,11671,11489,7894,6076
Denham Springs,LA,1,,20435,"Denham Springs city, Louisiana",70726,26060,9991,1155,1360,1250,940,682
Denton,TX,1,1,19972,"Denton city, Texas",76205,27519,133661,29196,22999,14875,9125,5347
Denver,CO,4,,20000,"Denver city, Colorado",80123,41196,693417,57043,157592,109245,47035,31716
Deptford,NJ,1,1,,,08096,,,,,,,
Derby,CT,1,1,19480,"Derby city, Connecticut",06418,30705,12596,842,1837,1496,1070,939
Des Moines,IA,1,,21000,"Des Moines city, Iowa",50320,27325,215932,22706,35752,28291,14510,10741
Destin,FL,1,1,17325,"Destin city, Florida",32541,43086,13469,988,2221,1471,1443,907
Detroit,MI,1,,22040,"Detroit Beach CDP, Michigan",48235,25535,2021,185,355,232,161,30
Dickson,TN,,1,20620,"Dickson city, Tennessee",37055,25558,15294,1702,2011,1581,1688,843
Dickson City,PA,1,1,19160,"Dickson City borough, Pennsylvania",18519,27996,5868,245,973,686,537,567
Dothan,AL,1,2,21184,"Dothan city, Alabama",36301,27648,67872,5518,9297,8283,6655,5015
