NAME,population,under44_1,under44_2,under44_3,older65_1,older_65_2,income_per_capita,industrial_managers,construction_managers,farmers,realestate,construction_workers,state,place
"East Hope city, Idaho",124,2,4,15,50,13,34896,,,,,,16,23680
"Montpelier city, Idaho",2507,303,273,255,214,192,21382,,,,,,16,53920
"Idaho Falls city, Idaho",60147,5481,8678,7408,4469,3634,26690,,,,,,16,39700
"Sugar City city, Idaho",1649,222,194,180,36,49,14435,,,,,,16,78040
"Osburn city, Idaho",1490,99,115,223,180,148,24760,,,,,,16,59590
"Wallace city, Idaho",895,87,96,147,113,57,22798,,,,,,16,84790
"Butte City city, Idaho",76,0,0,12,19,11,23529,,,,,,16,11710
"Hayden city, Idaho",14380,1256,1379,1943,1849,1263,29526,,,,,,16,36370
"Deary city, Idaho",308,18,74,30,32,20,24982,,,,,,16,20890
"Troy city, Idaho",911,72,127,83,72,30,24344,,,,,,16,82360
"Eden city, Idaho",379,23,45,26,49,19,15724,,,,,,16,24310
"Horseshoe Bend city, Idaho",780,61,80,110,135,59,24889,,,,,,16,38620
"Newdale city, Idaho",357,39,44,51,36,20,22299,,,,,,16,56800
"Ketchum city, Idaho",2761,91,571,237,366,213,37302,,,,,,16,43030
"Sun Valley city, Idaho",1445,220,195,89,349,198,47490,,,,,,16,78850
"Iona city, Idaho",2451,184,374,192,156,93,24613,,,,,,16,40420
"Nezperce city, Idaho",512,42,72,41,78,44,27900,,,,,,16,57250
"Pinehurst city, Idaho",1402,58,94,93,256,178,20957,,,,,,16,63100
"Wardner city, Idaho",214,8,34,16,20,13,24844,,,,,,16,85240
"Weiser city, Idaho",5326,359,742,598,565,384,17823,,,,,,16,86140
"Homedale city, Idaho",2605,310,300,352,216,204,13990,,,,,,16,38170
"Murtaugh city, Idaho",87,21,12,2,8,5,26970,,,,,,16,55900
"American Falls city, Idaho",4349,246,617,515,433,347,20910,,,,,,16,01900
"Tetonia city, Idaho",435,50,33,71,8,11,25151,,,,,,16,80470
"Buhl city, Idaho",4345,363,566,345,563,560,18977,,,,,,16,10810
"Ammon city, Idaho",15403,1320,2306,2135,986,805,29591,,,,,,16,01990
"Swan Valley city, Idaho",126,4,9,18,22,5,31728,,,,,,16,79120
"McCall city, Idaho",3226,43,413,368,571,126,30763,,,,,,16,48790
"Arbon Valley CDP, Idaho",835,55,43,110,77,81,21077,,,,,,16,02935
"Parma city, Idaho",2109,198,210,290,168,238,18410,,,,,,16,60940
"Hollister city, Idaho",237,15,16,24,25,3,21453,,,,,,16,38080
"Mud Lake city, Idaho",331,47,30,40,12,6,19938,,,,,,16,55450
"Driggs city, Idaho",1938,165,247,363,180,18,26575,,,,,,16,22690
"New Meadows city, Idaho",501,37,58,65,51,16,18770,,,,,,16,56890
"Georgetown city, Idaho",495,30,54,62,45,37,23984,,,,,,16,30340
"Hope city, Idaho",66,2,2,1,19,8,42785,,,,,,16,38440
"Sandpoint city, Idaho",8144,598,968,1024,716,863,24623,,,,,,16,72100
"Juliaetta city, Idaho",586,84,60,78,55,26,25252,,,,,,16,42130
"Kendrick city, Idaho",333,30,48,10,41,46,29169,,,,,,16,42760
"Onaway city, Idaho",181,16,20,30,31,15,23287,,,,,,16,58870
"Weippe city, Idaho",451,21,32,56,62,68,20166,,,,,,16,86050
"Drummond city, Idaho",2,0,0,0,2,0,,,,,,,16,22780
"Kuna city, Idaho",18445,1188,3284,2703,973,540,23261,,,,,,16,44290
"Albion city, Idaho",339,48,25,61,14,31,26973,,,,,,16,01000
"Ferdinand city, Idaho",141,15,7,14,19,2,26405,,,,,,16,27460
"White Bird city, Idaho",50,0,0,0,19,14,37138,,,,,,16,87310
"Rigby city, Idaho",4051,404,1029,370,175,201,18033,,,,,,16,67780
"Leadore city, Idaho",89,5,9,8,6,12,22673,,,,,,16,45910
"Heyburn city, Idaho",3271,269,409,555,125,84,18227,,,,,,16,37360
"Oakley city, Idaho",920,36,94,102,53,62,17031,,,,,,16,58330
"Franklin city, Idaho",631,35,106,47,26,50,18509,,,,,,16,28810
"Oxford city, Idaho",56,0,0,9,1,0,10107,,,,,,16,60040
"Hamer city, Idaho",77,8,8,1,8,2,12496,,,,,,16,34570
"Ririe city, Idaho",628,106,101,48,25,14,17478,,,,,,16,67960
"Basalt city, Idaho",395,33,39,53,30,43,19302,,,,,,16,05230
"Blackfoot city, Idaho",11854,1031,1911,1452,895,672,21157,,,,,,16,07840
"Priest River city, Idaho",1888,87,189,250,210,164,16917,,,,,,16,65530
"Challis city, Idaho",797,42,107,131,95,14,18101,,,,,,16,13780
"State Line city, Idaho",7,4,3,0,0,0,26086,,,,,,16,77050
"Worley city, Idaho",285,26,46,29,14,25,19359,,,,,,16,88480
"Huetter city, Idaho",165,19,50,17,6,3,15892,,,,,,16,39070
"Ponderay city, Idaho",1179,120,184,125,107,86,17908,,,,,,16,64450
"Atomic City city, Idaho",50,0,0,0,15,3,18768,,,,,,16,03970
"Athol city, Idaho",1037,32,177,133,129,66,19252,,,,,,16,03700
"Harrison city, Idaho",260,5,25,36,30,29,24392,,,,,,16,35200
"Post Falls city, Idaho",31945,2319,4959,4236,2361,1932,24172,,,,,,16,64810
"Aberdeen city, Idaho",2169,326,179,190,108,103,15552,,,,,,16,00100
"Pierce city, Idaho",486,31,55,31,82,27,21969,,,,,,16,62740
"Bellevue city, Idaho",2715,215,378,320,210,177,29527,,,,,,16,06220
"Peck city, Idaho",145,6,10,11,13,19,21788,,,,,,16,61840
"Ucon city, Idaho",1361,148,164,156,64,74,19876,,,,,,16,83350
"Boise City city, Idaho",224300,23736,34737,30952,18312,12148,33287,,,,,,16,08830
"Meridian city, Idaho",97008,6642,12878,14531,7429,4357,32585,,,,,,16,52120
"Craigmont city, Idaho",509,23,52,65,84,48,25245,,,,,,16,19270
"Winchester city, Idaho",290,21,20,17,67,26,23109,,,,,,16,87850
"Warm River city, Idaho",0,0,0,0,0,0,-666666666,,,,,,16,85420
"Malad City city, Idaho",2136,185,179,247,262,200,21010,,,,,,16,50140
"Clifton city, Idaho",314,12,36,35,12,22,13668,,,,,,16,16120
"Preston city, Idaho",5311,455,713,648,515,393,22761,,,,,,16,65260
"Twin Falls city, Idaho",48225,4316,7806,5962,3631,2887,23857,,,,,,16,82810
"Chubbuck city, Idaho",14728,929,2465,1931,1270,543,24406,,,,,,16,14680
"Dietrich city, Idaho",304,6,55,43,22,18,17131,,,,,,16,21790
"Richfield city, Idaho",473,25,54,82,50,17,19237,,,,,,16,67600
"Oldtown city, Idaho",217,13,25,32,22,2,14249,,,,,,16,58600
"Lost River city, Idaho",0,0,0,0,0,0,-666666666,,,,,,16,47890
"Coeur d'Alene city, Idaho",49609,5098,7707,5582,4665,3707,27688,,,,,,16,16750
"Hauser city, Idaho",960,116,163,122,66,14,26460,,,,,,16,35830
"Spirit Lake city, Idaho",2228,199,270,301,199,139,21276,,,,,,16,76060
"Genesee city, Idaho",951,104,80,106,110,44,29461,,,,,,16,30160
"Hailey city, Idaho",8259,586,642,1438,559,214,22473,,,,,,16,34390
"Island Park city, Idaho",184,6,11,10,50,23,28408,,,,,,16,40600
"Parker city, Idaho",278,48,39,18,20,24,21233,,,,,,16,60760
"Teton city, Idaho",1163,105,159,142,63,46,16994,,,,,,16,80380
"Garden City city, Idaho",11743,753,1569,998,1565,1251,33107,,,,,,16,29620
"Star city, Idaho",8495,379,1182,1526,626,356,30638,,,,,,16,76870
"Council city, Idaho",872,45,87,85,111,119,17743,,,,,,16,18820
"Potlatch city, Idaho",750,91,85,56,99,57,21431,,,,,,16,64900
"St. Marks city, Florida",224,17,9,27,15,30,24442,,,,,,12,62825
"West Bradenton CDP, Florida",4324,470,322,542,440,470,39082,,,,,,12,76050
"Eagle Lake city, Florida",2517,132,396,262,269,253,20120,,,,,,12,18875
"Roosevelt Gardens CDP, Florida",2585,155,402,440,125,90,16425,,,,,,12,61807
"Deerfield Beach city, Florida",79854,6726,10423,10384,8357,8851,25994,,,,,,12,16725
"Valparaiso city, Florida",5035,1087,709,435,239,395,27657,,,,,,12,73675
"Cottondale town, Florida",794,113,87,39,94,64,18275,,,,,,12,14850
"Bayport CDP, Florida",63,17,0,0,17,0,35532,,,,,,12,04250
"Okeechobee city, Florida",5638,363,969,663,461,495,20841,,,,,,12,51200
"Redington Beach town, Florida",1397,34,78,100,228,181,55208,,,,,,12,59725
"Wedgefield CDP, Florida",7701,456,1046,997,618,283,31695,,,,,,12,75612
"St. James City CDP, Florida",3437,31,11,168,788,874,38821,,,,,,12,62675
"Greenacres city, Florida",40224,3808,5415,4975,3030,3254,23745,,,,,,12,27322
"Chiefland city, Florida",2514,343,281,266,215,153,14213,,,,,,12,11925
"Tarpon Springs city, Florida",24974,1601,1813,2529,3245,4170,30967,,,,,,12,71150
"Ruskin CDP, Florida",23477,1791,3642,3453,1978,723,24675,,,,,,12,62275
"Yulee CDP, Florida",12616,910,1679,1879,1104,658,28951,,,,,,12,79175
"Lazy Lake village, Florida",22,0,8,4,2,0,82541,,,,,,12,39750
"Pine Lakes CDP, Florida",537,52,19,67,127,63,24744,,,,,,12,56865
"South Palm Beach town, Florida",1347,32,45,145,405,315,47100,,,,,,12,67650
"South Daytona city, Florida",12734,1321,1562,1510,1580,1145,24194,,,,,,12,67325
"Palm Springs North CDP, Florida",5515,625,508,797,513,577,27879,,,,,,12,54500
"Laurel CDP, Florida",9477,649,788,605,1943,1690,38562,,,,,,12,39600
"Fisher Island CDP, Florida",106,0,0,0,48,58,101761,,,,,,12,22375
"Melbourne Village town, Florida",852,47,87,26,133,115,38513,,,,,,12,44075
"Leesburg city, Florida",22243,1545,3030,2055,3151,2158,20563,,,,,,12,39875
"Madison city, Florida",2825,414,286,271,240,214,13660,,,,,,12,42425
"Miami Springs city, Florida",14375,983,1564,1907,1291,1348,32228,,,,,,12,45200
"Perry city, Florida",6925,647,622,934,733,592,17539,,,,,,12,56150
"Williamsburg CDP, Florida",7967,335,1361,1187,804,1015,31232,,,,,,12,77735
"Mulberry city, Florida",4047,198,734,259,701,446,19569,,,,,,12,47200
"Tallahassee city, Florida",190180,55222,31805,19087,11659,7305,26787,,,,,,12,70600
"Belleair Bluffs city, Florida",2273,35,215,261,377,462,37233,,,,,,12,05125
"Ocoee city, Florida",44829,3258,6733,6305,2622,1898,29479,,,,,,12,51075
"Cape Canaveral city, Florida",10274,478,983,812,2126,1424,39504,,,,,,12,10250
"Umatilla city, Florida",3693,202,400,393,396,840,22446,,,,,,12,73025
"Manasota Key CDP, Florida",1141,0,0,27,449,453,45242,,,,,,12,42750
"West Samoset CDP, Florida",7708,836,1314,1086,319,486,12697,,,,,,12,76740
"Hastings town, Florida",892,50,182,43,67,83,20503,,,,,,12,29100
"Golden Beach town, Florida",613,40,52,44,51,28,92271,,,,,,12,26250
"Leisure City CDP, Florida",26080,2914,3231,4048,1486,1160,13697,,,,,,12,39950
"North Miami Beach city, Florida",45069,4697,6806,6039,3089,2739,20680,,,,,,12,49475
"West Melbourne city, Florida",21471,1685,2351,2467,2258,1991,31394,,,,,,12,76500
"Cocoa city, Florida",18053,1720,2023,1610,1756,1384,22754,,,,,,12,13150
"Melbourne city, Florida",80664,7902,11309,7926,9179,7907,27623,,,,,,12,43975
"Melbourne Beach town, Florida",3224,112,356,305,402,326,50410,,,,,,12,44000
"Altoona CDP, Florida",100,8,20,0,7,34,36192,,,,,,12,01050
"Celebration CDP, Florida",9329,643,1213,1173,1158,398,45007,,,,,,12,11285
"Howey-in-the-Hills town, Florida",1462,77,109,115,274,202,33733,,,,,,12,32775
"Lake Mack-Forest Hills CDP, Florida",802,13,81,73,74,84,30422,,,,,,12,38332
"Kissimmee city, Florida",69833,6844,12546,10123,4559,2899,18531,,,,,,12,36950
"Harlem CDP, Florida",2442,245,231,268,332,173,12704,,,,,,12,28925
"Bartow city, Florida",19063,1589,2369,2255,1604,1493,22004,,,,,,12,03675
"Fort Meade city, Florida",6013,530,703,694,665,597,20889,,,,,,12,24100
"Bonifay city, Florida",2693,263,327,293,246,324,18893,,,,,,12,07450
"Noma town, Florida",218,10,21,34,17,7,18342,,,,,,12,48900
"Westville town, Florida",300,27,44,43,25,15,16402,,,,,,12,76975
"Florida Ridge CDP, Florida",21371,1346,2379,3089,2609,2389,23996,,,,,,12,23050
"Hilliard town, Florida",3157,270,562,394,346,226,21412,,,,,,12,30750
"Wildwood city, Florida",6557,438,809,633,997,891,22762,,,,,,12,77675
"McIntosh town, Florida",376,14,27,15,76,48,31567,,,,,,12,42150
"Gulf Breeze city, Florida",6383,332,484,933,811,524,66311,,,,,,12,28000
"Pace CDP, Florida",23749,2653,2733,2975,2247,1377,28396,,,,,,12,53725
"Malabar town, Florida",2990,227,349,175,398,268,36304,,,,,,12,42625
"Lisbon CDP, Florida",345,0,11,0,35,117,26148,,,,,,12,40750
"Mascotte city, Florida",5552,385,862,829,350,111,17194,,,,,,12,43425
"Okahumpka CDP, Florida",146,0,0,0,57,0,31082,,,,,,12,51150
"Lake City city, Florida",11977,627,1850,1269,1009,1088,23657,,,,,,12,37775
"Bonita Springs city, Florida",53812,3322,5501,4540,12511,8841,45752,,,,,,12,07525
"Buckingham CDP, Florida",4047,218,592,372,384,242,33717,,,,,,12,09350
"Cape Coral city, Florida",178593,11966,18679,20322,23724,16976,28746,,,,,,12,10275
"Punta Rassa CDP, Florida",1908,0,0,0,282,1329,56906,,,,,,12,59250
"Dade City North CDP, Florida",3030,508,365,367,106,70,12695,,,,,,12,16175
"Wesley Chapel CDP, Florida",55046,4012,6700,9090,3717,2445,33684,,,,,,12,75875
"Panama City city, Florida",36880,3066,5344,4252,3708,3099,25156,,,,,,12,54700
"Pretty Bayou CDP, Florida",3674,248,425,458,484,488,39207,,,,,,12,58962
"Chokoloskee CDP, Florida",268,0,0,87,61,105,40808,,,,,,12,12150
"Plantation Island CDP, Florida",295,0,0,48,13,0,4064,,,,,,12,57492
"Spring Lake CDP, Florida",589,51,38,29,145,29,43266,,,,,,12,68375
"Bristol city, Florida",1025,100,143,113,117,90,19092,,,,,,12,08600
"Manalapan town, Florida",280,1,4,19,83,77,181341,,,,,,12,42700
"East Palatka CDP, Florida",1797,61,366,356,236,148,16316,,,,,,12,19350
"Winter Park city, Florida",30189,2832,3579,3224,3208,3206,61693,,,,,,12,78300
"Gulf Stream town, Florida",740,18,21,63,155,71,146802,,,,,,12,28275
"Pinellas Park city, Florida",52291,3354,7143,6119,5946,5031,25221,,,,,,12,56975
"Tildenville CDP, Florida",1199,0,306,0,133,0,8388,,,,,,12,71850
"Upper Grand Lagoon CDP, Florida",17045,1774,2105,1919,1407,1144,36569,,,,,,12,73312
"Ojus CDP, Florida",17462,1140,1826,2535,1910,1048,36358,,,,,,12,51125
"St. Augustine city, Florida",14223,2681,1836,1203,1879,1174,30873,,,,,,12,62500
"Palm Coast city, Florida",83940,5840,7802,8807,13836,9460,25557,,,,,,12,54200
"Wabasso Beach CDP, Florida",1839,143,41,0,514,814,60724,,,,,,12,74635
"Palm Bay city, Florida",110271,9288,14525,12394,11443,8718,22342,,,,,,12,54000
"Laurel Hill city, Florida",643,35,35,108,64,58,19644,,,,,,12,39650
"Vero Beach South CDP, Florida",24082,1904,2955,1796,3672,2679,29704,,,,,,12,74200
"Mangonia Park town, Florida",2615,263,472,320,118,110,13913,,,,,,12,42900
"Lake Hamilton town, Florida",1551,136,193,218,177,79,21547,,,,,,12,37975
"Brandon CDP, Florida",113279,9985,19384,15715,8564,5807,28087,,,,,,12,08150
"Branford town, Florida",796,15,170,106,77,59,17271,,,,,,12,08175
"Poinciana CDP, Florida",67169,6276,7509,9684,7195,4465,17556,,,,,,12,57900
"Davenport city, Florida",4140,427,460,774,236,221,26103,,,,,,12,16450
"Ebro town, Florida",263,18,43,26,19,29,16363,,,,,,12,19725
"Valrico CDP, Florida",38169,2251,4055,5522,3414,2444,34909,,,,,,12,73700
"Fort White town, Florida",667,42,43,145,55,23,22931,,,,,,12,24500
"North Bay Village city, Florida",8198,545,1923,1340,477,480,33369,,,,,,12,49225
"South Gate Ridge CDP, Florida",6328,490,827,647,666,579,30438,,,,,,12,67450
"Welaka town, Florida",677,62,46,57,100,77,22304,,,,,,12,75750
"Lakeside CDP, Florida",30890,2733,3859,3879,3277,1500,30339,,,,,,12,38813
"Esto town, Florida",360,25,81,48,44,17,19935,,,,,,12,21250
"Webster city, Florida",671,62,156,55,50,33,20091,,,,,,12,75600
"Astor CDP, Florida",1418,151,58,98,208,228,28362,,,,,,12,02275
"Watertown CDP, Florida",3507,324,503,442,271,355,17599,,,,,,12,75300
"Villas CDP, Florida",12036,622,1584,1360,1645,1983,34211,,,,,,12,74512
"Springfield city, Florida",9475,850,1476,1205,838,485,18132,,,,,,12,68275
"Brooker town, Florida",337,6,31,49,34,31,21793,,,,,,12,08725
"Paisley CDP, Florida",1338,76,194,104,129,92,19576,,,,,,12,53850
"Pembroke Pines city, Florida",168260,15475,21613,22852,15154,13347,30841,,,,,,12,55775
"Zolfo Springs town, Florida",1872,125,322,235,118,61,10761,,,,,,12,79250
"Graceville city, Florida",2542,370,442,231,260,266,16585,,,,,,12,27000
"Mount Plymouth CDP, Florida",5610,329,608,1080,347,433,26839,,,,,,12,47125
"Keystone Heights city, Florida",1653,118,188,268,128,115,24054,,,,,,12,36475
"Pompano Beach city, Florida",108855,7806,15819,13207,9899,11470,27165,,,,,,12,58050
"Gainesville city, Florida",130790,44592,23208,11560,7737,5662,22388,,,,,,12,25175
"Largo city, Florida",83243,5553,10694,8862,11714,9895,28279,,,,,,12,39425
"Fort Pierce North CDP, Florida",7070,558,1107,623,764,497,15729,,,,,,12,24337
"South Miami city, Florida",12202,1508,1724,1562,1055,780,41605,,,,,,12,67550
"Lake Kathryn CDP, Florida",1034,188,143,48,46,56,21111,,,,,,12,38162
"Port St. John CDP, Florida",11729,740,1633,1434,1109,818,28385,,,,,,12,58700
"Rockledge city, Florida",26906,1590,3005,3385,2901,2996,32098,,,,,,12,61500
"Sharpes CDP, Florida",3049,130,341,277,294,239,25562,,,,,,12,65525
"Raiford town, Florida",224,31,15,28,12,22,11487,,,,,,12,59400
"Clewiston city, Florida",7663,934,865,814,343,729,23933,,,,,,12,13000
"Tamiami CDP, Florida",57514,4494,7350,7250,6001,5673,22823,,,,,,12,70700
"University Park CDP, Florida",26317,4842,3210,2878,2179,2900,23250,,,,,,12,73287
"Westview CDP, Florida",11068,999,996,1554,1408,518,16990,,,,,,12,76950
"Westwood Lakes CDP, Florida",12121,1231,1325,1515,1269,1110,21669,,,,,,12,77075
"Big Coppitt Key CDP, Florida",2951,308,346,425,310,103,34200,,,,,,12,06350
"Duck Key CDP, Florida",696,34,74,53,154,74,60318,,,,,,12,18425
"Nokomis CDP, Florida",3332,323,169,305,542,304,30500,,,,,,12,48875
"Tavernier CDP, Florida",2260,200,390,212,215,222,37059,,,,,,12,71250
"Fruitville CDP, Florida",13780,1037,1377,1578,1394,1703,37642,,,,,,12,25000
"Kensington Park CDP, Florida",4593,433,462,762,553,432,26477,,,,,,12,36200
"North Port city, Florida",64425,4634,6690,6838,8445,7037,29921,,,,,,12,49675
"North Sarasota CDP, Florida",8997,746,693,1186,770,881,21553,,,,,,12,49787
"Osprey CDP, Florida",7028,328,273,564,1399,1060,59781,,,,,,12,53425
"Sarasota city, Florida",56102,4504,7819,5276,7622,7749,37220,,,,,,12,64175
"The Meadows CDP, Florida",4346,86,78,208,1104,1671,51336,,,,,,12,71580
"Lake Butler city, Florida",1770,179,218,115,133,65,18966,,,,,,12,37650
"Auburndale city, Florida",15343,1145,2328,1692,1375,1036,24713,,,,,,12,02550
"Combee Settlement CDP, Florida",6323,1004,866,523,570,200,15864,,,,,,12,13775
"Washington Park CDP, Florida",1799,296,164,244,167,29,16312,,,,,,12,75225
"Crystal River city, Florida",3092,270,249,189,494,636,32190,,,,,,12,15775
"Satellite Beach city, Florida",10721,490,940,1431,1392,983,39680,,,,,,12,64400
"Titusville city, Florida",45483,3176,5722,4557,5337,5131,25482,,,,,,12,71900
"Groveland city, Florida",12465,884,1231,2394,1524,615,24879,,,,,,12,27800
"Montverde town, Florida",1622,111,201,150,120,93,34368,,,,,,12,46525
"Homosassa Springs CDP, Florida",13477,976,1264,1091,2593,1672,20839,,,,,,12,32400
"Solana CDP, Florida",904,102,77,138,132,84,37062,,,,,,12,66875
"Citrus Springs CDP, Florida",8421,587,909,1012,1059,898,21614,,,,,,12,12450
"Homosassa CDP, Florida",1987,45,12,62,683,550,37592,,,,,,12,32375
"Weston city, Florida",70220,5478,5083,9871,4415,3421,42952,,,,,,12,76582
"Charlotte Harbor CDP, Florida",4077,264,277,123,497,1501,26413,,,,,,12,11625
"Cleveland CDP, Florida",3280,322,134,212,686,709,23466,,,,,,12,12950
"Harbour Heights CDP, Florida",3578,318,138,320,548,387,26333,,,,,,12,28800
"Port Charlotte CDP, Florida",61204,4082,5929,5800,10079,8273,24824,,,,,,12,58350
"Punta Gorda city, Florida",19123,805,745,698,5520,5199,45839,,,,,,12,59200
"Beverly Hills CDP, Florida",9381,566,1205,604,1239,1412,17417,,,,,,12,06125
"Bowling Green city, Florida",2890,482,290,256,213,144,12423,,,,,,12,07775
"Belleview city, Florida",4844,400,483,657,645,411,22311,,,,,,12,05375
"Bagdad CDP, Florida",3474,444,479,541,437,189,21154,,,,,,12,02925
"Merritt Island CDP, Florida",36797,2887,3426,3519,4547,3978,36318,,,,,,12,44275
"Mims CDP, Florida",6171,352,523,462,770,748,25253,,,,,,12,45775
"Campbell CDP, Florida",2095,0,32,118,481,617,23818,,,,,,12,09875
"Lauderhill city, Florida",71328,7128,9414,9052,5557,4263,19430,,,,,,12,39550
"Lighthouse Point city, Florida",11109,574,964,992,1617,1222,62195,,,,,,12,40450
"Miramar city, Florida",138168,13318,19697,21831,8451,5469,27053,,,,,,12,45975
"Oakland Park city, Florida",44339,2779,6956,6900,3323,1984,26611,,,,,,12,50575
"Hernando CDP, Florida",8727,464,538,911,1841,1246,21480,,,,,,12,29425
"Inverness Highlands North CDP, Florida",2954,116,280,607,269,111,22675,,,,,,12,33958
"Wauchula city, Florida",4857,443,1015,423,291,393,21983,,,,,,12,75375
"Anna Maria city, Florida",869,21,28,10,202,218,46207,,,,,,12,01475
"Stock Island CDP, Florida",4404,536,578,570,290,206,24668,,,,,,12,68800
"Lake Sarasota CDP, Florida",4641,491,631,693,443,250,32764,,,,,,12,38690
"Warm Mineral Springs CDP, Florida",5149,59,372,81,1621,1978,28974,,,,,,12,75175
"Palmetto city, Florida",13490,962,1503,1350,1770,1748,26443,,,,,,12,54250
"Flagler Beach city, Florida",4946,128,380,402,1179,784,31913,,,,,,12,22550
"Glencoe CDP, Florida",1814,115,163,309,146,116,34102,,,,,,12,26000
"Orange City city, Florida",11448,608,1547,1216,1500,1793,25979,,,,,,12,51825
"Jacksonville city, Florida",878907,82410,143444,111918,69950,44989,28793,,,,,,12,35000
"Jupiter Island town, Florida",856,60,87,43,207,168,216416,,,,,,12,35925
"Gonzalez CDP, Florida",13962,1181,1274,1772,1393,925,33605,,,,,,12,26700
"Micco CDP, Florida",8956,219,418,426,2612,2410,24719,,,,,,12,45275
"La Crosse town, Florida",435,32,12,64,62,26,22281,,,,,,12,37300
"Bellview CDP, Florida",21269,1311,3129,2922,2746,1517,27931,,,,,,12,05462
"Cudjoe Key CDP, Florida",2030,71,122,201,355,277,53961,,,,,,12,15862
"Islamorada, Village of Islands village; Florida",6473,399,411,519,1112,804,58419,,,,,,12,34132
"Opa-locka city, Florida",16420,1478,2091,1377,1192,802,11385,,,,,,12,51650
"Palmetto Estates CDP, Florida",15970,1720,2178,2078,1382,741,20195,,,,,,12,54300
"West Miami city, Florida",7373,464,1190,960,539,802,26682,,,,,,12,76525
"Key Colony Beach city, Florida",569,0,58,52,212,70,108919,,,,,,12,36325
